car_id,source_count,total_rows_in_sources,in_y_train,in_X_base
2a11bc28-9886-47a0-a9fd-226d38955916,1,10,True,False
2a1756ed-6807-437a-a741-d93780db95e7,1,4,True,False
2a1ce2cf-7b3e-4749-926d-789f3bb09011,1,6,True,False
2a288f7e-8d33-49ce-939c-f74690c86639,1,8,True,False
2a32becd-885e-4010-8d66-c8f08199e6ae,1,2,True,False
2a3dff78-f352-465f-8a63-5f6e1ebf55ac,1,10,True,False
2a43be98-021f-4351-8217-681dede00bea,1,6,True,False
2a546254-817d-4229-8d42-49b067c7498e,1,4,True,False
2a5e1ae5-8316-4dd3-92e8-f2237f0ed517,1,11,True,False
2a5ed6e4-5566-45d3-a8a9-10d236bb00a1,1,3,True,False
2a683930-b2e3-409d-8adf-f660b48c25c6,1,4,True,False
2a7367db-7260-4a23-b05d-b644e373b04d,1,9,True,False
2a77c109-3954-4166-8b25-91f3ab237744,1,11,True,False
2a813e1f-10f5-493b-9c56-1c6cc2f08dac,1,2,True,False
2a8560b6-17b0-41c7-84e3-1231af0314f0,1,2,True,False
2aa78cb7-de0f-45c4-9380-a1c2101f94ab,1,5,True,False
2aa96026-da26-49b6-aa15-ed9f6878598e,1,2,True,False
2aab6854-d2e1-4a34-a70d-f24f47856648,1,8,True,False
2aab7d6a-74be-4c04-b6c4-544f4e346e78,1,1,True,False
2aac1792-4a88-4977-9855-394ced85c2f8,1,3,True,False
2abc8f8d-9aa4-4841-a135-8696d1e548c1,1,2,True,False
2abd7d4e-9256-4a1f-9d18-3c5de08d6c9e,1,9,True,False
2ac53f84-0542-41fd-9e1d-61f11a737dd1,1,3,True,False
2acafcaf-c216-4cf5-87e6-7b159726af3a,1,10,True,False
2ad4f3a2-712c-4366-bce6-b13a480fc5e7,1,3,True,False
2ada1ca0-6460-40f4-ba7d-1978dd00174f,1,4,True,False
2adcdf1b-8dc1-4270-b8c7-6682e1508c57,1,3,True,False
2aeb0edf-cf9a-40a6-95e1-bce8e4edbe21,1,10,True,False
2af14c07-11af-4796-9b7c-d5c8963d06a0,1,6,True,False
2af22b73-11e7-4b9f-8ad8-43d06f71247a,1,2,True,False
2af3ac6e-f009-4e91-9a3b-fb58db955ec2,1,7,True,False
2b04128e-f9ca-4dbf-a021-efe6c177017f,1,8,True,False
2b0696f8-1959-45a6-b965-dce828390b10,1,9,True,False
2b085040-7d20-46f8-bc66-8a1ca8e6be7a,1,10,True,False
2b117b74-f440-4737-9ed8-d67bd7c6ecf2,1,6,True,False
2b1405c8-10e0-43cd-a848-66c22d81308c,1,2,True,False
2b1f7019-2ae8-4621-9edc-e00b76b5cc9c,1,6,True,False
2b22b8cd-f328-4380-b863-b2796d12f55c,1,5,True,False
2b24dc66-244f-4e79-809d-94f0196dad61,1,3,True,False
2b2d57ec-da1a-42c0-94bd-8757fea1c2a4,1,5,True,False
2b40b4f3-e988-4451-84c8-9c44ef80797b,1,11,True,False
2b4585c9-6ba8-4f82-9a96-5c8ebbdb5cd3,1,1,True,False
2b620dbf-3921-4345-b7f0-db599240b5b8,1,5,True,False
2b6a2005-1492-4add-ae25-1dc1d0dd43ef,1,9,True,False
2b7407c0-32a7-4d69-a9e8-e5e3e2145d3a,1,6,True,False
2b77b88c-cc05-46c7-a690-da37f9f61381,1,10,True,False
2b7ea87f-9d08-4a4d-bfb4-925b653448ba,1,5,True,False
2b89cbec-30df-4a06-9396-b82bdf4f15d7,1,11,True,False
2b947b11-e3f9-47b1-97db-2059121004c4,1,3,True,False
2b95ab9f-b9d5-4fe6-99d2-c27be5d92d89,1,4,True,False
2b964657-6253-4ef4-8146-58c0f6b53106,1,1,True,False
2b97632f-92d9-4997-b051-b03e48a1bc45,1,2,True,False
2bba28c5-7c86-4093-aad9-063cb4a7f202,1,4,True,False
2bde981c-727a-4b07-b51f-f5c8fa5b3edb,1,9,True,False
2bdf6670-6ec5-464d-9792-bb9abbef3bc0,1,4,True,False
2beaec1c-fdda-4c2b-a3b3-ca712ad1dfad,1,5,True,False
2bef7a24-6a40-42a3-9d0f-1b49625a494f,1,1,True,False
2bf3cb8d-995c-49de-a49b-f0ea44655f72,1,5,True,False
2bfbbd4f-e7ed-4224-b081-374240e79921,1,10,True,False
2c0c0a26-02c5-4818-b7ac-3ff430db1fec,1,3,True,False
2c11eb0d-3aa4-42b9-b77d-7fc1eecc4f46,1,1,True,False
2c1f9e6f-4cb3-4b3e-9162-8952a0e5bea1,1,1,True,False
2c3b995f-09ea-411a-90cc-7e7cbf512788,1,2,True,False
2c47e5d3-aeb8-449c-b753-4b481258259b,1,11,True,False
2c510de7-b00e-46b5-b845-a55622861bc4,1,4,True,False
2c5e78af-4e8a-4e59-95b9-d1b2d74a1196,1,1,True,False
2c7078e3-57f2-408d-8ce6-12d432c63fda,1,11,True,False
2c814df5-4ff3-4e54-bea4-ee5d7abcf692,1,10,True,False
2c81f37d-9761-4aea-aa8b-424cc6d6fc67,1,2,True,False
2c911bde-156e-4712-a117-c5e831035e8d,1,8,True,False
2c9ad946-47b3-4c54-b106-7b217f0f3d1b,1,7,True,False
2cad2157-fc0b-4cb3-aa87-e9918a8e5abe,1,8,True,False
2caea25b-8b21-4bae-a9d1-7c04d7c414d6,1,1,True,False
2cb43fa8-a18d-4672-b83e-40ab54dbde19,1,10,True,False
2cb894b7-055e-47f1-afc7-b18ce766fba3,1,1,True,False
2cbed3dd-6512-41c3-89ff-b5403bf780f9,1,9,True,False
2cc1d17b-6eff-4da1-a966-46f624d1251e,1,5,True,False
2cc28561-c6a1-4b0d-beea-c8cafcd99cdc,1,8,True,False
2cc9011c-644a-4895-9f1d-67a0b26c2188,1,6,True,False
2cc9d8b5-da48-4eaa-b961-abfe66c78db0,1,6,True,False
2ccd2a53-71cc-4240-9d90-231cf8397fd5,1,1,True,False
2cce1559-f64c-4c9e-893e-aec69754ac94,1,6,True,False
2ce34b66-8b57-4937-88c4-5fbd106ff125,1,4,True,False
2ceb9a91-19ae-44e6-aa2b-59052a143fae,1,7,True,False
2cf83454-6d92-47af-9eb3-b414268f0254,1,3,True,False
2cfb7148-6411-405d-82af-59ea0bd3ec7b,1,6,True,False
2d0fcf16-29f3-4335-bd23-541ce1754f7b,1,9,True,False
2d17d0d9-79bc-4df0-ac0a-e87f1160da1a,1,7,True,False
2d1aff79-04aa-4b81-96c3-229c715a6c3c,1,11,True,False
2d1d8ebc-263b-4f48-86c1-5a90e6e8f496,1,8,True,False
2d3a62cd-d23e-4f80-a1c8-e96578fcd211,1,2,True,False
2d461c55-c5b4-43a3-ab5f-7b6f65b6386d,1,7,True,False
2d471dbd-0d9b-402f-b2b3-3dfa1886d071,1,5,True,False
2d4b5430-8847-4396-b765-43c63c1f0659,1,4,True,False
2d5189f0-a95a-46fe-a7d3-c788869b72f2,1,9,True,False
2d51dd8f-7dd3-4f80-8df4-905cb33278df,1,10,True,False
2d6da0d4-fcad-438b-9365-05a457cc8b50,1,5,True,False
2d70f385-2b74-45a4-88ca-90a8689464c4,1,1,True,False
2d90dad7-f783-45ce-a748-090349b258c7,1,7,True,False
2d96fea7-71f7-4279-bb16-10a8e9327fee,1,3,True,False
2d98cfa3-d807-4674-a390-b0f4d498a87e,1,7,True,False
2da7b06a-7d19-4cbb-864a-5a4e0ebe841e,1,9,True,False
2da9325b-0614-47e9-ba88-9db49bf1c4a4,1,9,True,False
2dac2fd1-7022-4e9e-8480-2b3e958d6003,1,9,True,False
2db12b92-5c5f-4614-be17-714477068af4,1,8,True,False
2df966a9-7355-4bd3-9397-435bff13b3ba,1,9,True,False
2e08518d-2c56-4c81-a037-680c8eda3f90,1,1,True,False
2e14f605-2fc4-4928-a2d9-dbdf30710fa0,1,5,True,False
2e16be17-9186-4be6-bde6-26c2015d5252,1,5,True,False
2e1c46db-7127-4326-bf8e-9aaff1beee9c,1,2,True,False
2e25c590-a153-4202-8b0e-02914a1629a3,1,11,True,False
2e34f300-9be1-4d98-9dfc-32ed969a29d3,1,6,True,False
2e4850c0-55d9-4d65-a769-4614e07d1fd2,1,5,True,False
2e4df4e1-92f8-4254-b0d7-4637afca60ff,1,3,True,False
2e4effca-ff7d-4190-9ed6-f3125d445321,1,3,True,False
2e502235-6e78-4220-a5c1-539e20a8b8ce,1,3,True,False
2e58d192-7fa5-4aa0-8b73-a80a4d5b7576,1,8,True,False
2e5a64f9-1a46-4e7f-ac3b-53a505e561d2,1,4,True,False
2e5e40c0-cf4d-45d0-b3fa-0c882a1cb525,1,8,True,False
2e67a755-6d25-423c-9e82-322faec66eec,1,9,True,False
2e6b155e-c751-4c5c-85a8-6a316770a99a,1,4,True,False
2e6d42a2-ad9e-4514-a4f5-4dc358687d19,1,10,True,False
2e719d67-dbd1-4dd3-84ca-2394975cbbed,1,3,True,False
2e7bdb68-bba9-491e-af05-025ae90bef44,1,9,True,False
2ea37473-ca12-46e7-98d0-345f0913fc00,1,2,True,False
2ea402aa-713c-4fac-97e5-775e5a123bc5,1,1,True,False
2eaa3f68-cf15-40f8-b0e6-5cad96a79aef,1,11,True,False
2eb3393c-9d47-41b8-b889-b65fee376d1c,1,4,True,False
2eb49d60-b534-4af6-91b2-bfa74963a6e2,1,2,True,False
2ec0dd4b-13f6-4d47-8c87-b57d12a48db2,1,10,True,False
2ec30c67-4350-4d68-b1fd-ae075ce7db36,1,2,True,False
2ed59203-e0ef-4d40-b57e-19e0cc5f1cbe,1,5,True,False
2eeab4a7-7eff-4c6e-a295-71ea7182144c,1,1,True,False
2ef209e8-56d5-4fbd-87b4-1ea1a32fa50f,1,2,True,False
2f0670c0-811d-43f2-b2ef-3a1e11467afa,1,10,True,False
2f0fce43-da66-4720-8832-8f17d47e4567,1,2,True,False
2f10394f-6e54-4877-9ce5-6a0cfc004030,1,4,True,False
2f2133c2-3ca1-44b4-99c3-583c1756ba1e,1,2,True,False
2f2d1a5b-870b-4583-9ee1-e245fbe937a9,1,10,True,False
2f412a01-375d-4097-b7b7-b3f4e5c8b0ad,1,11,True,False
2f42ae28-3cd4-481a-8020-0b77c6ce6a41,1,2,True,False
2f43235f-44fd-4806-bd01-0b254abad4b9,1,10,True,False
2f43dbbb-3760-4d8c-850b-9eed5f43d357,1,6,True,False
2f465ca3-99d5-4c41-ac57-13035ad25e1e,1,1,True,False
2f467a79-d973-4a11-9817-bbceaf39ffe4,1,3,True,False
2f5013d1-e36a-432b-a6a2-724d88588b82,1,7,True,False
2f582f1f-f547-4b0a-bf19-9d1d8a565bfd,1,3,True,False
2f60c072-3a23-4b45-b8b7-189adfde0250,1,6,True,False
2f84f5ed-dd1f-4784-b6da-1e561aacabdc,1,8,True,False
2f85cc8d-8610-4dd9-a4e7-1c771a38d40d,1,9,True,False
2f86d4dc-f943-49b0-ad58-4c4fb8a750e7,1,9,True,False
2f8b0fa6-9724-4386-a0fe-17d93022c0e7,1,2,True,False
2f8f9509-186c-4caa-9cab-0fa908399867,1,5,True,False
2f9bf5dc-f4d1-474e-8b5e-1ffb62cc654e,1,2,True,False
2fa1529b-8bcc-4bc7-8d36-483764b4de2e,1,7,True,False
2fa5628a-3142-4bf0-9599-c4e5b3d18a35,1,1,True,False
2fb11cb1-e619-43d3-b00f-6c3852e5f5c4,1,1,True,False
2fbfeee6-1411-4679-92c6-a7abf48499fd,1,1,True,False
2fc13549-2c45-47a9-a827-7be42f3a2996,1,9,True,False
2fc4f448-02da-42e2-bb56-23d729d86092,1,10,True,False
2fc50209-37c0-4ef8-a07f-139e4e9a42e6,1,1,True,False
2fcd71e7-2c2a-48da-bb24-a20ff15222e8,1,10,True,False
2fd7a461-a857-4e78-ab82-3756eb5df9db,1,9,True,False
2fde7bd3-3acf-48c2-9055-c36696822736,1,11,True,False
2fe4d5ef-250d-4774-aae0-e0b1db9708dd,1,10,True,False
2fe7f6f0-03a6-4842-b84b-473ce581a92e,1,9,True,False
2fe8f969-ae30-46a6-a110-88f0f24f370a,1,1,True,False
2fecdc12-6a67-4ecf-a63e-113a5ca258d6,1,6,True,False
2ff0a013-3a5d-4bd4-9122-e59a373d0841,1,6,True,False
2ff7c640-9d8c-4413-b439-04bd60135625,1,1,True,False
2fff46ee-091e-4369-9ae9-81f33f9b1f1e,1,8,True,False
3001af6e-b6e6-4d62-9c46-5a393bedc9a7,1,3,True,False
300e81b9-f024-4b4c-9cb9-5c4c6a07d800,1,6,True,False
301561ac-4ed7-4a7b-9d48-b5fae52d6d62,1,9,True,False
30186f2d-45b7-4e8c-8ab8-db4ffd071c4f,1,1,True,False
301dbcbc-9095-4a72-9014-ba8338dec49e,1,9,True,False
3020b5e1-5edf-4a57-a02b-d369e24cfa99,1,9,True,False
30213894-9c07-4562-b059-4fb8bd16483d,1,1,True,False
3021b178-d376-46fe-af52-e353ea10f79f,1,9,True,False
302a0b83-2e46-4bc6-82aa-d97937e6351c,1,11,True,False
302d0371-067b-4766-9ff1-71e6626ea6cf,1,9,True,False
302d1721-0504-4db2-953d-22427713d324,1,9,True,False
3036a2ce-f955-422b-b7d4-374d2405c9f3,1,11,True,False
30385589-0d51-462d-9d15-0a1518823ea8,1,8,True,False
303d863c-76f4-485f-84c9-8a7274fc7130,1,5,True,False
3040d91b-ac53-42a5-bd18-1ce4862aa450,1,11,True,False
30488189-1639-4185-9383-e43102d911f1,1,1,True,False
304eb4f3-8a0b-4230-8f1d-b38e2f2355b1,1,4,True,False
304fcf75-fdc5-4ef5-a180-671988c574ed,1,5,True,False
30549af1-c369-45ea-be42-66ae6a9aea7e,1,1,True,False
30636120-d636-45c2-aa63-319fb5dd8435,1,9,True,False
30698ed7-0d73-4114-9a93-cec454709a8f,1,7,True,False
306e0a85-d8ed-420e-a196-f0597d5aac83,1,4,True,False
307318e6-c590-4c2c-a706-bade4e9e4a7c,1,2,True,False
30733bea-40ea-4cd5-8de7-ea54749c0a58,1,9,True,False
3080b1de-a699-4c79-b89d-2b975344f3a5,1,7,True,False
30875b2e-2037-4d0d-bc8f-5ccc22c87645,1,4,True,False
308d4e05-4b81-4042-b72b-3eca5c4855bb,1,10,True,False
308f0ac3-8949-436f-9b60-12c5a803c281,1,10,True,False
30951466-a69e-4b03-9507-175e2f709f4c,1,10,True,False
30b264e3-31a3-4584-bf60-f7cfc0cedec6,1,9,True,False
30b44035-d529-4e4b-9137-37bf65d5060c,1,7,True,False
30c1a5fe-7f0b-4b12-9d57-bde4fe14de3b,1,3,True,False
30c2836c-c4c4-46aa-89c5-16dda4567b00,1,6,True,False
30c90b30-8994-4a4b-ba53-796e649c002a,1,9,True,False
30d77687-9bb4-45a2-8931-2e91cdd00cc8,1,1,True,False
30e1fa5e-13f0-4b95-9e87-2ff7d4709571,1,7,True,False
30e24666-7292-4fdf-8269-d1e8c2d9ff54,1,1,True,False
30edd997-f48e-47bc-91cb-2b8e3adc40d0,1,3,True,False
30f2ede7-c97e-4bcf-8b76-f417cef86aa3,1,10,True,False
30f32c18-ff9a-41b1-8bf0-3b6156f2c042,1,6,True,False
30f5014c-f864-4af6-816d-6bd7c1066acb,1,9,True,False
30f95593-968f-4bb2-b60f-47869bfa177b,1,10,True,False
3107ef09-638a-4ede-97be-6d86762851d4,1,10,True,False
31095597-713b-4f2b-91d1-761f419b6829,1,5,True,False
3115c2b3-803d-49d6-9cea-ab49cd0d3522,1,3,True,False
311b4de7-a94a-4bdc-98da-d8c7ebb75615,1,6,True,False
313277d3-ea0c-4a77-b4d6-d66c170567bf,1,11,True,False
31366273-fd45-421d-894a-c8ca16bf6fe9,1,3,True,False
31378cc3-9727-4017-81e0-1e148cde2f24,1,5,True,False
313ad8d2-e029-4eb7-a7bf-85c00c6b5547,1,4,True,False
315c1d37-1b4a-4bf7-931f-b902337de1bf,1,5,True,False
315e0bdf-eb99-48ce-a029-a65aab9604f0,1,1,True,False
3168d843-e53f-49de-a280-f05326247370,1,8,True,False
316aeff0-0685-4d88-b687-60612c392760,1,2,True,False
317881b4-27a4-41ce-aae8-6bbd9dde9091,1,7,True,False
3181c3de-f6d8-4c36-b945-e38410b27643,1,11,True,False
318a43cb-bbb0-4d3b-8224-df6485ad5661,1,2,True,False
318d5f86-53d5-4472-92b5-840e7f75021e,1,2,True,False
318d9c33-c8eb-4485-9960-a8b7412e6679,1,11,True,False
31910fd4-85c0-42da-b7ae-bc44583dc66b,1,10,True,False
3191d57b-3a53-4245-a483-1f83b91db511,1,1,True,False
3196647c-12c7-4f28-be2c-df5ce100eca0,1,10,True,False
319c43f2-e435-4cd8-abdb-d66cdf975f2e,1,10,True,False
319ddfe7-66e4-482d-9ee6-aa7ae869cc32,1,1,True,False
319eb51c-2275-4e01-ab85-25a1f6b8adc2,1,2,True,False
31a642bb-a946-492a-9784-419cd82e21f0,1,5,True,False
31a937c6-c9fa-499a-8653-f6c87d81aab0,1,10,True,False
31ae04d7-dfe1-4ea6-a7b3-1fe8ce21ff24,1,4,True,False
31b4df51-50a3-46ab-8251-694321fc466d,1,11,True,False
31b8827e-a0ed-4bdb-afe7-7fb51354dc70,1,8,True,False
31bf4dee-4923-4028-a374-ca7958edfdf6,1,3,True,False
31bfc8d0-421c-4a4e-98e5-2f0cad7451db,1,4,True,False
31c1c174-e685-4411-a5f8-988a12417c4c,1,6,True,False
31cc32bc-a7ec-4736-964c-6c61c236975f,1,1,True,False
31d20cce-60c9-4dee-bada-7b012246cb8c,1,8,True,False
31e0f469-f2d2-40ac-b74c-f1378105aff3,1,2,True,False
31e1e2cd-c477-47ae-b4b3-c1143f4ea550,1,2,True,False
31e38abc-72ca-4cd5-a03f-d54730e5f11f,1,4,True,False
31eb503f-171b-4c36-a44f-733036245acf,1,11,True,False
31f0d76a-9dd3-4330-b603-746af9364f70,1,11,True,False
31fc6495-9c6e-455e-a74e-3795767bb96b,1,9,True,False
321184db-934f-48c4-8721-06eee36efb16,1,4,True,False
3219a703-6d97-439a-970a-dff3cbb47d27,1,10,True,False
321bf3c1-a700-43fb-b300-a4c1b2e88771,1,4,True,False
321c2a64-5708-4d81-95a2-3c9de0ef1a59,1,3,True,False
323b5d7b-3411-4bac-bccf-ea6f9b193ee3,1,8,True,False
323d206c-89aa-4fa0-b21e-c52fe59ede28,1,7,True,False
32456bc6-a15c-4de9-b423-0595dbe41efa,1,3,True,False
3246f38c-7f88-4aec-9494-ab410ac680f0,1,9,True,False
3247ac91-32ef-4ba2-bfb8-36418cd63e18,1,8,True,False
3249fbae-9570-45d6-9793-c4cad5faa980,1,5,True,False
3250d444-254a-4fe9-8156-e7405cb2c4c8,1,4,True,False
325d9014-c343-4b42-8df0-46552851c0ae,1,7,True,False
326f9763-2330-4c56-9e0d-99aa26b4b2c6,1,2,True,False
32891897-79f2-41ee-8d1f-1a787f0424cc,1,2,True,False
328b7473-a985-4494-800f-6f1668891d17,1,10,True,False
329e76dc-64d6-4aa4-92a9-6f6d3e56d3ba,1,4,True,False
32a726d2-a260-4c74-ba96-6e4dc16386c3,1,1,True,False
32ab1e9b-d5b3-4af8-a31e-f44eeff04490,1,9,True,False
32b2a8ef-2a6e-42ef-97e2-3265f300ff7f,1,8,True,False
32b3b3a3-4256-48a1-bfb1-ca9bf78e3d0d,1,10,True,False
32b80ed9-61a6-4d86-9226-2855a8b558bc,1,10,True,False
32bd450f-c93b-48f2-a3b3-8ae91ea297c7,1,2,True,False
32c22eaf-a93b-4561-bad8-3c1da6b955e4,1,8,True,False
32c9a3fb-fc6e-4b36-a480-bc1aa9d4a238,1,7,True,False
32d98002-7bb1-4a73-bd2c-f2e810025319,1,3,True,False
32e988c7-41f9-4936-bac0-3d69c1dff62c,1,11,True,False
32eaf812-7bc7-4f89-a61e-009bf08ebfa2,1,2,True,False
32eb6c39-b1bd-4fbd-b9c0-0e04ecbc0a74,1,4,True,False
32f0e504-4280-4e27-b5f9-a37c2dc03e60,1,8,True,False
32f1ed98-20ff-49cf-8198-db5bfe46aae0,1,6,True,False
32f74d77-9334-47a4-9e06-af87e72c392e,1,1,True,False
32fa4dac-b707-4e81-b464-3b930218f3b7,1,3,True,False
330aa996-6bcd-425b-bfcb-934105664372,1,1,True,False
330b557e-be54-4145-ab70-4180fb0d8f71,1,6,True,False
330e4c2b-6993-4d94-bcaf-9db0e2c96c76,1,1,True,False
331006ba-098d-4b5b-9f05-3cf9544c30ec,1,1,True,False
33206d0f-0d93-45ad-b046-c6eff5aaeebe,1,7,True,False
332ac3a5-dfc4-4689-9f14-f306bd3b6f82,1,8,True,False
332fbc3a-9472-4a1d-9440-024c76eeaaf9,1,4,True,False
3335c548-a019-47b7-8a51-d503c1b38c8b,1,1,True,False
333d0567-db62-4d52-b49e-81dd4ffbbc56,1,2,True,False
3359287d-7df0-4425-9d10-330656aaed1b,1,9,True,False
336c77c7-0208-4906-8c2d-6520f72e77e4,1,3,True,False
337ec357-c100-4bd6-90e6-d0ff553726a7,1,3,True,False
33831448-8dae-43ff-8746-68848739bce3,1,4,True,False
33974daa-ff4a-47c0-9271-dce8faf6699f,1,4,True,False
339ec0b3-8486-40ee-a32b-f2c12b8c6e1d,1,10,True,False
339f67a6-ae86-4597-bfaa-7676df7270ae,1,8,True,False
33a47c33-424f-459c-967b-d8fb1e4c3af4,1,5,True,False
33a98691-5877-4486-98eb-23e209dc4bf3,1,4,True,False
33aeb3e0-4628-4ec5-aba8-6f292a694cda,1,2,True,False
33b10d8f-1bf5-419c-8851-2422c6dfe3e6,1,7,True,False
33b36d79-f2ec-40da-aeb6-22898a1cfe57,1,10,True,False
33cb886a-9db5-4e66-b60c-04cbe68494d3,1,6,True,False
33cc80cb-a349-4bb2-bdf3-5f57e1ab7d48,1,1,True,False
33d1f443-6f05-40b2-b8b1-dfbf423f7d0f,1,5,True,False
33d30b15-7d42-4ded-96d1-a0cdd1cb9b76,1,10,True,False
33e16b75-2a79-46b8-8496-7d2c0d2c2715,1,8,True,False
33e4cd03-1fa7-48fa-99ea-8b8c03ee114d,1,5,True,False
33e6757e-6385-4e34-b6b7-2c9da4bbeec7,1,11,True,False
33ef5bc1-4866-4bc5-9cea-694640b53912,1,7,True,False
33fb7afb-dd8c-4256-9e22-113cc7000fdd,1,10,True,False
33fcad58-849c-470c-a8b0-28c97eecdf38,1,9,True,False
33fd9a07-9085-4a2c-96a9-9dc4513b8906,1,10,True,False
33ff43d7-094b-4881-8294-e1dea1129468,1,2,True,False
3402be1a-4ef0-471d-a2a7-d10dd9ea1b56,1,2,True,False
340458cf-1dc6-4691-a17e-0bc626f71975,1,2,True,False
3405a320-e106-40bb-9f55-bc40bbc30195,1,4,True,False
3415fcb8-cceb-4fc4-86ad-75fa2f2d3abc,1,6,True,False
341cc8a0-fc5a-440e-87b4-2765bcc964ee,1,1,True,False
3420ce72-0073-41f0-8be6-2abfd3ce31f0,1,7,True,False
342a39af-4408-4572-b1d2-7d8a0654130e,1,6,True,False
3430b8d8-a35f-4759-88e4-dc94304e10a7,1,5,True,False
343b1949-b5a7-4929-90ce-aa03e6dde591,1,7,True,False
34402cd1-7acf-4bd3-b4ec-01d3ae87adf2,1,11,True,False
344399aa-338f-440f-9448-60797d5d7d45,1,2,True,False
344ca298-948c-4a2c-9884-1e71a9a2f00e,1,6,True,False
344ff78e-69a6-484b-9821-43c94585fd53,1,10,True,False
345e04c2-04c7-457f-b98d-d2bcbe8aaf12,1,4,True,False
345e2130-68d4-4174-9bcc-992aab0aaebf,1,2,True,False
3464095a-d300-4512-801c-395502ae53c1,1,5,True,False
346634c0-c6c1-4c8f-8543-53d1bb37aba7,1,9,True,False
34705bec-4960-4be4-9232-1267f0406889,1,8,True,False
347b55d7-5dfd-4f61-af4d-d9aa8355b037,1,10,True,False
347cfa97-94b3-4e87-8890-c80fc9577ddc,1,5,True,False
348738a1-70d5-4eb4-b969-a0846d7a6d24,1,1,True,False
3498ca93-2a5d-40ec-a339-c81bdb549081,1,2,True,False
349fd07d-c75a-4685-bfec-189adc0d5300,1,2,True,False
34a04b21-5c2f-4252-902c-4e731e943c36,1,3,True,False
34a851a3-9474-443e-b04d-2f8a703748eb,1,3,True,False
34b10c07-e3ef-4660-a69d-af7c15b7380c,1,5,True,False
34ba1cb4-1d5e-4929-80bd-d30a943f8968,1,4,True,False
34c2b77a-8fd0-479b-a529-55ed439bbd35,1,11,True,False
34ea4d0a-d4b6-4c0c-a9ca-2ea568eca6e2,1,11,True,False
34ee68be-cafd-46df-8f11-31850493b594,1,5,True,False
35102c92-70f2-42e7-8a53-977bcf2e1dc0,1,2,True,False
351503b3-9a37-47b9-a8c5-d15550c89bfb,1,1,True,False
351710f6-9519-49e3-86a3-1cb9b5187361,1,2,True,False
3517b7b8-2d47-48c7-b8a2-e19920924436,1,1,True,False
352a3133-d280-4372-b215-f7893e97d52c,1,2,True,False
3534ed3c-c18d-44c0-b10d-dd0792d67f95,1,11,True,False
353a3896-62b1-4884-83e3-465e171ed579,1,7,True,False
353a9444-ec72-42f0-9f33-6edf15327df8,1,2,True,False
35432885-454b-4a5c-8144-165f2219f2d0,1,1,True,False
3544759b-f530-4832-8175-7be2566aebf0,1,5,True,False
354c27d3-6e26-4c4f-a04a-3f828e332e6e,1,7,True,False
357a4f31-6049-4773-a60c-57c44d85684c,1,9,True,False
358642d5-41c5-4987-9491-7e18ef1fe4ba,1,7,True,False
358cbd9d-b75c-41a0-86f0-158d578ada74,1,3,True,False
35989a6c-e6d4-4f76-8636-55e30cc9c485,1,4,True,False
359b9ebd-0b5c-487d-bd80-e14817f92d71,1,4,True,False
359ec73c-2c23-46dc-968a-f5adfdb1f9b6,1,3,True,False
35b92aa4-d41e-4ce6-9626-3c25460816a0,1,8,True,False
35b9e1a0-53e9-4ba5-a33c-c764908d37b1,1,2,True,False
35c1af9a-2307-404f-ac79-1be3e7077cb7,1,1,True,False
35c85876-64ad-4239-a84c-73640dbcffec,1,6,True,False
35db0825-b2d3-47de-9c7d-fff616ee7378,1,8,True,False
35dc84e2-c829-41a3-bd28-dbd0015e5492,1,5,True,False
35e306da-df1d-4a01-a257-4bab8e1a2e25,1,11,True,False
35e66938-afc7-4d3a-9d65-aa64588da86f,1,5,True,False
35eb141c-24b0-4694-a46c-89956bdcc548,1,11,True,False
3609ca0b-402c-4882-9628-aa482554caec,1,2,True,False
360da66d-4fdf-4ec6-854f-ffaaa0262aa9,1,9,True,False
3614a3d7-22da-455c-9aa7-7b4dee77a1de,1,11,True,False
3619b14c-03a1-4d49-999e-dbec9688a43e,1,4,True,False
361e3445-c651-4f3b-8761-b9e96069d4a3,1,3,True,False
3620c019-aac6-48ba-b3b3-701c2b636b8d,1,6,True,False
36220707-788d-43ea-aeb8-44720dd7c569,1,1,True,False
3624f20d-5709-407c-9ddf-ddfd32115653,1,11,True,False
36264f40-f9ee-47d3-8976-f874d61061ce,1,10,True,False
362b65c0-f230-4138-bcc4-7471c2963b11,1,5,True,False
3636b6de-2449-4987-9864-102731a0760a,1,1,True,False
36392109-24b2-41da-bf82-01226d0a991e,1,2,True,False
36518ae9-3b15-486d-8c95-b87d20f372c1,1,11,True,False
36525830-d9f1-4666-9fdb-1ecac9b31623,1,5,True,False
3657286d-206b-4894-9b94-810d1ff0c27f,1,6,True,False
36687845-83d4-47ff-9cee-a2754d53fb59,1,7,True,False
366fcebf-0752-4352-8390-fa2709a4acaa,1,7,True,False
36744db5-f642-4db8-bca5-71a4352f696f,1,7,True,False
3674f48c-ee41-4f38-8b88-5ff96e76f833,1,8,True,False
36775686-221e-48c6-9007-0fab8ed4474f,1,5,True,False
3678b7a6-6829-440d-bda9-f1ddf8428e55,1,7,True,False
367aaa89-35c2-41ef-aa3a-7c0649e7414e,1,11,True,False
368a7151-510c-49c6-9cb7-17b00888d538,1,9,True,False
369479dc-b29c-40bc-ac52-239dbdcd1917,1,2,True,False
36a4c22b-57f1-4672-af33-d9c376e97278,1,8,True,False
